8.127659574468084624e-01	3.106382978723404298e-01	7.106382978723404520e-01	6.382978723404255650e-01	-1.000000000000000000e+00	-1.000000000000000000e+00
1.063829787234042562e-01	1.489361702127659504e-01	7.680851063829787773e-01	5.829787234042552724e-01	4.808510638297872064e-01	-1.000000000000000000e+00
7.191489361702128047e-01	6.829787234042553612e-01	1.319148936170212727e-01	6.042553191489361541e-01	4.319148936170212894e-01	3.808510638297872286e-01
7.276595744680851574e-01	6.680851063829786884e-01	1.297872340425531845e-01	6.021276595744681215e-01	4.340425531914893775e-01	3.851063829787234050e-01
5.744680851063829752e-02	6.765957446808510412e-01	7.170212765957446610e-01	6.063829787234042978e-01	4.595744680851063801e-01	4.148936170212765839e-01
5.744680851063829752e-02	1.000000000000000056e-01	7.851063829787233717e-01	7.191489361702128047e-01	2.255319148936170137e-01	-1.000000000000000000e+00
6.936170212765957466e-01	6.829787234042553612e-01	1.191489361702127714e-01	6.319148936170212449e-01	1.957446808510638347e-01	2.234042553191489255e-01
6.936170212765957466e-01	6.829787234042553612e-01	1.191489361702127714e-01	6.319148936170212449e-01	1.957446808510638347e-01	2.234042553191489255e-01
1.063829787234042527e-02	7.680851063829787773e-01	1.702127659574468044e-01	7.106382978723404520e-01	2.255319148936170137e-01	2.744680851063829863e-01
4.255319148936170283e-03	1.170212765957446832e-01	7.574468085106382809e-01	6.978723404255319229e-01	4.042553191489361430e-01	-1.000000000000000000e+00
4.255319148936170283e-03	7.510638297872340718e-01	1.085106382978723444e-01	6.702127659574468321e-01	2.382978723404255428e-01	3.872340425531914931e-01
3.617021276595744350e-02	1.446808510638297740e-01	7.808510638297871953e-01	7.063829787234042756e-01	2.340425531914893664e-01	-1.000000000000000000e+00
2.978723404255319285e-02	7.106382978723404520e-01	1.085106382978723444e-01	6.680851063829786884e-01	2.340425531914893664e-01	3.340425531914893442e-01
8.085106382978722861e-01	7.872340425531915153e-02	6.787234042553191848e-01	6.510638297872340940e-01	1.723404255319148926e-01	2.574468085106382809e-01
2.765957446808510467e-02	7.255319148936170137e-01	9.787234042553191737e-02	6.595744680851063357e-01	3.148936170212766061e-01	-1.000000000000000000e+00
2.127659574468085055e-02	7.276595744680851574e-01	1.255319148936170082e-01	6.787234042553191848e-01	3.255319148936170470e-01	-1.000000000000000000e+00
1.914893617021276584e-02	7.340425531914893664e-01	1.106382978723404187e-01	6.617021276595744794e-01	2.319148936170212782e-01	3.425531914893616969e-01
5.744680851063829752e-02	8.063829787234042534e-01	1.170212765957446832e-01	7.404255319148935754e-01	2.297872340425531901e-01	-1.000000000000000000e+00
7.446808510638297518e-01	6.829787234042553612e-01	2.638297872340425454e-01	3.191489361702127825e-01	3.851063829787234050e-01	4.659574468085106447e-01
6.765957446808510412e-01	3.617021276595744350e-02	6.340425531914893886e-01	9.361702127659574102e-02	5.999999999999999778e-01	1.340425531914893609e-01
1.702127659574468113e-02	8.000000000000000444e-01	5.957446808510638570e-02	7.148936170212766283e-01	7.021276595744680993e-01	1.297872340425531845e-01
3.191489361702127409e-02	7.914893617021276917e-01	6.170212765957446693e-02	6.978723404255319229e-01	1.404255319148936254e-01	2.212765957446808374e-01
8.106382978723404298e-01	5.957446808510638570e-02	7.595744680851064246e-01	1.255319148936170082e-01	2.446808510638297796e-01	-1.000000000000000000e+00
8.106382978723404298e-01	5.957446808510638570e-02	7.595744680851064246e-01	1.255319148936170082e-01	2.446808510638297796e-01	-1.000000000000000000e+00
6.170212765957446693e-02	1.148936170212765950e-01	7.234042553191489811e-01	1.425531914893617136e-01	6.851063829787233939e-01	1.957446808510638347e-01
6.170212765957446693e-02	1.574468085106383031e-01	2.297872340425531901e-01	5.893617021276595924e-01	2.702127659574468099e-01	2.808510638297872508e-01
7.021276595744681270e-02	1.595744680851063912e-01	1.914893617021276584e-01	5.595744680851063579e-01	2.382978723404255428e-01	-1.000000000000000000e+00
7.234042553191488700e-02	1.617021276595744794e-01	6.680851063829786884e-01	2.127659574468085124e-01	2.404255319148936032e-01	2.638297872340425454e-01
8.723404255319149037e-02	1.680851063829787162e-01	6.744680851063830085e-01	2.106382978723404242e-01	2.553191489361701927e-01	2.659574468085106336e-01
9.787234042553191737e-02	1.723404255319148926e-01	2.170212765957446888e-01	2.404255319148936032e-01	5.617021276595745016e-01	2.765957446808510745e-01
6.808510638297872453e-02	8.510638297872340219e-02	9.148936170212765284e-02	5.744680851063830307e-01	1.446808510638297740e-01	1.723404255319148926e-01
